"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Ad set budget","Ad set budget type","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Amount spent (USD)",Ends
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Ads on Reels",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",30,actions:landing_page_view,8914,11436,0.46345614,13.903684,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,48,67,,0.270072,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Facebook Stories",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",11,actions:landing_page_view,624,762,0.35463943,3.901034,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,12,12,,0.060016,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",477,actions:landing_page_view,7362,9093,0.1036543,49.443102,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",13,actions:landing_page_view,112,123,0.06463251,0.840223,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",172,actions:landing_page_view,2193,3088,0.11869424,20.41541,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",2710,actions:landing_page_view,37129,51516,0.09913697,268.66119,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,In-app,iPod,inactive,20,Daily,"7-day click or 1-day view",,,0,5,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,In-app,Other,inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,16,16,0.10002651,0.100027,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,"Mobile web","Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,35,35,,0.180048,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,"Mobile web",iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0.010003,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Feed,"Mobile web",iPhone,inactive,20,Daily,"7-day click or 1-day view",,,99,99,,0.320085,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"In-stream reels",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,0,19,,0.100027,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"In-stream reels",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,12,12,0.13003446,0.130034,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"In-stream reels",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",6,actions:landing_page_view,320,354,0.20005301,1.200318,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Marketplace,Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,0,2,,0.010003,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Marketplace,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,64,72,0.20005301,0.200053,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Marketplace,In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Marketplace,In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,3,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,Marketplace,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,96,136,,0.470125,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Right column",Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,16,57,,0.020005,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Search results",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,6,6,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Search results",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,15,15,,0.060016,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Feed: video feeds",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,8,8,,0.040011,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Feed: video feeds",In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,0,8,,0.030008,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Feed: video feeds",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,199,199,,1.140302,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Facebook,"Feed: video feeds",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,32,33,,0.130034,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Feed,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",119,actions:landing_page_view,2433,2938,0.13448942,16.004241,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Feed,In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,16,16,0.10002651,0.100027,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Feed,In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,13,13,,0.080021,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Feed,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",145,actions:landing_page_view,4817,6064,0.18239316,26.447008,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Feed,In-app,Other,inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Feed,"Mobile web",iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Explore,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",4,actions:landing_page_view,112,154,0.16504373,0.660175,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Explore,In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0.010003,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Explore,In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,0,2,0.03000795,0.030008,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,Explore,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",3,actions:landing_page_view,273,273,0.29341108,0.880233,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Explore home",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,0,4,,0.010003,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Explore home",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,16,19,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",14,actions:landing_page_view,1488,1689,0.4379732,6.131625,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram Reels",In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,0,3,,0.010003,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram Reels",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,46,46,,0.170045,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram Reels",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",94,actions:landing_page_view,6626,8482,0.28922558,27.187204,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram search results",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram search results",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram Stories",Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",6,actions:landing_page_view,608,822,0.58682216,3.520933,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram Stories",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,3,,0.020005,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Instagram,"Instagram Stories",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",88,actions:landing_page_view,4177,5882,0.26188758,23.046107,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,Uncategorized,Uncategorized,Uncategorized,Other,inactive,20,Daily,"7-day click or 1-day view",5,actions:landing_page_view,0,0,0,0,2025-10-04
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Facebook,"Facebook Stories",In-app,"Android Smartphone",completed,"Using ad set budget",0,"7-day click or 1-day view",211,actions:landing_page_view,7748,9463,0.33247012,70.151195,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Facebook,"Facebook Stories",In-app,"Android Tablet",completed,"Using ad set budget",0,"7-day click or 1-day view",3,actions:landing_page_view,169,169,0.8603826,2.581148,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Facebook,"Facebook Stories",In-app,iPad,completed,"Using ad set budget",0,"7-day click or 1-day view",29,actions:landing_page_view,1729,2512,0.47607377,13.806139,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Facebook,"Facebook Stories",In-app,iPhone,completed,"Using ad set budget",0,"7-day click or 1-day view",1250,actions:landing_page_view,62754,98561,0.3454096,431.761999,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Facebook,"Facebook Stories",In-app,Other,completed,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0.010004,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Instagram,"Instagram Stories",Desktop,Desktop,completed,"Using ad set budget",0,"7-day click or 1-day view",,,29,29,,0.020009,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Instagram,"Instagram Stories",In-app,"Android Smartphone",completed,"Using ad set budget",0,"7-day click or 1-day view",145,actions:landing_page_view,18986,23931,0.39189841,56.825269,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Instagram,"Instagram Stories",In-app,"Android Tablet",completed,"Using ad set budget",0,"7-day click or 1-day view",,,60,60,,0.190085,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Instagram,"Instagram Stories",In-app,iPad,completed,"Using ad set budget",0,"7-day click or 1-day view",,,312,312,,0.72032,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Instagram,"Instagram Stories",In-app,iPhone,completed,"Using ad set budget",0,"7-day click or 1-day view",666,actions:landing_page_view,88753,111224,0.35026086,233.273734,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Instagram,"Instagram Stories","Mobile web","Android Smartphone",completed,"Using ad set budget",0,"7-day click or 1-day view",,,0,15,,0.050022,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Instagram,"Instagram Stories","Mobile web",iPad,completed,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0.010004,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Instagram,"Instagram Stories","Mobile web",iPhone,completed,"Using ad set budget",0,"7-day click or 1-day view",1,actions:landing_page_view,32,57,0.16007118,0.160071,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG",Uncategorized,Uncategorized,Uncategorized,Other,completed,"Using ad set budget",0,"7-day click or 1-day view",3,actions:landing_page_view,0,0,0,0,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Facebook,"Facebook Stories",In-app,"Android Smartphone",completed,"Using ad set budget",0,"7-day click or 1-day view",563,actions:landing_page_view,10529,14015,0.21515265,121.130942,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Facebook,"Facebook Stories",In-app,"Android Tablet",completed,"Using ad set budget",0,"7-day click or 1-day view",11,actions:landing_page_view,192,223,0.21820153,2.400217,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Facebook,"Facebook Stories",In-app,iPad,completed,"Using ad set budget",0,"7-day click or 1-day view",33,actions:landing_page_view,1728,2245,0.32912064,10.860981,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Facebook,"Facebook Stories",In-app,iPhone,completed,"Using ad set budget",0,"7-day click or 1-day view",1470,actions:landing_page_view,64935,99778,0.28100498,413.077313,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Facebook,"Facebook Stories",In-app,Other,completed,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0.010001,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Instagram,"Instagram Stories",Desktop,Desktop,completed,"Using ad set budget",0,"7-day click or 1-day view",1,actions:landing_page_view,444,444,0.63005691,0.630057,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Instagram,"Instagram Stories",In-app,"Android Smartphone",completed,"Using ad set budget",0,"7-day click or 1-day view",241,actions:landing_page_view,14786,21471,0.24919263,60.055425,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Instagram,"Instagram Stories",In-app,"Android Tablet",completed,"Using ad set budget",0,"7-day click or 1-day view",1,actions:landing_page_view,64,78,0.34003072,0.340031,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Instagram,"Instagram Stories",In-app,iPad,completed,"Using ad set budget",0,"7-day click or 1-day view",5,actions:landing_page_view,320,320,0.13001174,0.650059,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Instagram,"Instagram Stories",In-app,iPhone,completed,"Using ad set budget",0,"7-day click or 1-day view",1229,actions:landing_page_view,68103,103503,0.22415369,275.484885,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Instagram,"Instagram Stories","Mobile web","Android Smartphone",completed,"Using ad set budget",0,"7-day click or 1-day view",3,actions:landing_page_view,128,295,0.14334628,0.430039,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Instagram,"Instagram Stories","Mobile web",iPad,completed,"Using ad set budget",0,"7-day click or 1-day view",,,7,7,,0,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Instagram,"Instagram Stories","Mobile web",iPhone,completed,"Using ad set budget",0,"7-day click or 1-day view",2,actions:landing_page_view,348,348,0.28502575,0.570051,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Instagram,"Instagram Stories","Mobile web",Other,completed,"Using ad set budget",0,"7-day click or 1-day view",1,actions:landing_page_view,0,0,0,0,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG",Uncategorized,Uncategorized,Uncategorized,Other,completed,"Using ad set budget",0,"7-day click or 1-day view",7,actions:landing_page_view,0,0,0,0,2025-06-09
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook profile feed",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",80,reach,80,80,1.75196629,0.140157,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook profile feed",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,4,,0,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook profile feed",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",112,reach,112,191,1.69833467,0.190213,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",1410,reach,1410,1410,1.75374133,2.472775,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook Reels",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",11,reach,11,11,0,0,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook Reels",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",43,reach,43,43,3.02665273,0.130146,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook Reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",1842,reach,1842,1842,2.03811807,3.754213,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook Reels",In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,3,,0.010011,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Ads on Reels",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",7355,reach,7355,7914,0.7391028,5.436101,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Ads on Reels",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",35,reach,35,35,0.57207063,0.020022,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Ads on Reels",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,3,,0,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Ads on Reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",8028,reach,8028,8832,0.80434071,6.457247,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Ads on Reels",In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,6,,0,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,3,,0.010011,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook Stories",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0.010011,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Facebook Stories",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",28,reach,28,28,2.14526485,0.060067,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",48,reach,48,83,4.79705056,0.230258,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",8877,reach,8877,9310,1.80218036,15.997955,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",40,reach,40,40,1.75196629,0.070079,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",202,reach,202,202,1.83374124,0.370416,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",16568,reach,16568,17322,1.80852422,29.963629,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,In-app,iPod,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,4,,0.020022,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,"Mobile web","Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",160,reach,160,171,1.25140449,0.200225,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,"Mobile web",iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0.010011,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,"Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",215,reach,215,215,1.53660831,0.330371,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Feed,"Mobile web",iPod,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0.010011,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"In-stream reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Marketplace,Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",70,reach,70,70,1.0011236,0.070079,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Marketplace,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",1026,reach,1026,1221,1.56120639,1.601798,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Marketplace,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,8,,0.010011,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Marketplace,In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",64,reach,64,104,1.56425562,0.100112,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Marketplace,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",1987,reach,1987,2326,1.81381225,3.604045,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,Marketplace,In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,Facebook,"Feed: video feeds",Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-07
