"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Ad set budget","Ad set budget type","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Amount spent (USD)",Ends
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Instagram,"Instagram Stories","Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",32,reach,32,36,1.25157101,0.04005,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Feed,Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",496,reach,496,496,1.45435611,0.721361,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Feed,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",930,reach,930,982,1.46512912,1.36257,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Feed,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Feed,In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",12,reach,12,12,3.33963255,0.040076,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Feed,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",4232,reach,4232,4840,1.49620589,6.331943,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Feed,"Mobile web","Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",402,reach,402,402,1.0467505,0.420794,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Feed,"Mobile web",iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,10,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Feed,"Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",561,reach,561,576,1.16083484,0.651228,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Feed,"Mobile web",Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Explore,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",1250,reach,1250,1265,1.27440378,1.593005,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Explore,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",14,reach,14,14,0,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Explore,In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",16,reach,16,17,1.2523622,0.020038,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Explore,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",5983,reach,5983,5983,1.35974342,8.135345,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Explore,In-app,iPod,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,Explore,In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Explore home",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",4938,reach,4938,4938,1.35735977,6.702643,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Explore home",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,19,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Explore home",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",48,reach,48,60,2.50472441,0.120227,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Explore home",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",7051,reach,7051,7051,1.2703013,8.956894,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Explore home",In-app,iPod,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Explore home",In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",1,reach,1,1,0,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",7133,reach,7133,8343,1.63493577,11.661997,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Reels",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",29,reach,29,29,1.38191692,0.040076,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Reels",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",128,reach,128,131,1.40890748,0.18034,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",28277,reach,28277,31460,1.52673303,43.17143,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Reels",In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",7,reach,7,7,1.43127109,0.010019,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Stories",Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",140,reach,140,140,1.71752531,0.240454,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",471,reach,471,471,1.53155123,0.721361,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Stories",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Stories",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,11,,0.020038,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Stories",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",3158,reach,3158,3194,1.33564152,4.217956,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Stories","Mobile web","Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",33,reach,33,33,0.60720592,0.020038,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Stories","Mobile web",iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Instagram,"Instagram Stories","Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",65,reach,65,65,1.38723198,0.09017,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Business Explore",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0.010027,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook profile feed",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",124,reach,124,124,1.37462879,0.170454,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook profile feed",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook profile feed",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook profile feed",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",350,reach,350,350,1.17455677,0.411095,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",867,reach,867,1121,2.23201142,1.935154,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,7,,0.010027,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",39,reach,39,39,1.79966485,0.070187,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",2104,reach,2104,2303,1.7298924,3.639694,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",14259,reach,14259,15600,0.63286582,9.024034,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",74,reach,74,74,0.40648801,0.03008,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",2,reach,2,2,0,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",15913,reach,15913,17360,0.68554352,10.909054,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,4,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",8,reach,8,8,2.50667604,0.020053,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Facebook Stories",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",16,reach,16,32,7.52002811,0.12032,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",60,reach,60,60,1.83822909,0.110294,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",6279,reach,6279,7153,1.91783272,12.042072,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,19,,0.010027,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",157,reach,157,157,2.5545743,0.401068,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",13264,reach,13264,13679,1.91175624,25.357535,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,iPod,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,7,,0.010027,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,"Mobile web","Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",184,reach,184,184,1.74377463,0.320855,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,"Mobile web",iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,7,,0.010027,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Feed,"Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",145,reach,145,230,3.31918482,0.481282,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Marketplace,Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",96,reach,96,111,1.14889318,0.110294,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Marketplace,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",1301,reach,1301,1419,1.44890114,1.88502,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Marketplace,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",12,reach,12,12,0,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Marketplace,In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",193,reach,193,204,1.45465138,0.280748,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Marketplace,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",2489,reach,2489,2769,1.59122063,3.960548,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,Marketplace,In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Feed: video feeds",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,3,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,Facebook,"Feed: video feeds",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0.010027,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook profile feed",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",33,reach,33,33,1.21399994,0.040062,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook profile feed",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook profile feed",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",55,reach,55,55,1.09259995,0.060093,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",1762,reach,1762,1863,2.0235629,3.565518,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,8,,0.030047,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,33,,0.040062,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",2851,reach,2851,2877,1.69676824,4.837486,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook Reels",In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,3,,0.010016,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",20648,reach,20648,22782,0.52434885,10.826755,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",32,reach,32,90,0.31298436,0.010016,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",12831,reach,12831,13809,0.55030217,7.060927,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,iPod,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,3,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Ads on Reels",In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,4,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,8,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Facebook Stories",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,14,,0.030047,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",96,reach,96,149,2.81685924,0.270418,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",7288,reach,7288,7618,1.94730554,14.191963,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",16,reach,16,31,2.50387488,0.040062,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",80,reach,80,116,2.62906862,0.210325,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",10220,reach,10220,11022,2.06777925,21.132704,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,iPod,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,8,,0.010016,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,"Mobile web","Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",193,reach,193,193,1.86817607,0.360558,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,"Mobile web","Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,"Mobile web",iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0.010016,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,"Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",288,reach,288,308,1.70402596,0.490759,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Feed,"Mobile web",Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"In-stream reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Marketplace,Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",112,reach,112,112,1.69905795,0.190294,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Marketplace,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",1906,reach,1906,2082,1.58692594,3.024681,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Marketplace,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",9,reach,9,9,3.33849984,0.030047,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Marketplace,In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",96,reach,96,122,1.66924992,0.160248,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,Marketplace,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",2563,reach,2563,3073,1.73502996,4.446882,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Feed: video feeds",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,Facebook,"Feed: video feeds",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,4,,0,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Feed,Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,0,3,,0,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Feed,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",1730,actions:landing_page_view,19504,31510,0.086,148.78,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Feed,In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",3,actions:landing_page_view,32,69,0.14666667,0.44,2025-07-31
